student_id,grade_level,attendance_pct,grades_avg,discipline_count,clubs_participation,family_support,hours_study_per_week,dropout_risk,dropout,risk_score,risk_level
400,8,78,67,2,0,1,7.8,1,0,36.8,Medium
401,1,100,68,1,0,4,8.9,0,0,24.3,Low
402,9,88,86,4,0,5,15.0,1,0,32.0,Medium
403,11,72,57,4,1,3,7.1,1,0,54.4,Medium
404,6,99,85,1,0,3,7.3,0,0,14.5,Low
405,7,76,65,0,0,4,12.4,0,0,28.3,Low
406,10,100,73,0,0,2,6.5,1,0,16.5,Low
407,7,85,71,3,0,1,9.1,1,0,37.3,Medium
408,10,95,69,0,0,5,12.0,0,0,20.1,Low
409,3,64,69,0,1,1,5.7,1,0,29.8,Low
410,2,72,91,0,0,5,9.4,0,0,13.8,Low
411,9,98,82,0,1,3,15.0,0,0,11.6,Low
412,8,88,64,0,1,1,11.7,1,0,25.6,Low
413,12,100,93,2,0,4,9.1,0,0,14.3,Low
414,10,89,74,0,0,2,7.1,1,0,19.2,Low
415,7,86,75,1,0,4,5.6,0,0,24.3,Low
416,9,100,57,2,0,2,4.0,1,0,36.1,Medium
417,4,95,62,1,1,1,14.0,1,0,29.7,Low
418,4,83,59,2,0,1,13.3,1,0,40.1,Medium
419,1,74,71,0,0,2,5.4,1,0,25.5,Low
420,8,61,79,1,0,3,9.4,1,0,29.5,Low
421,12,80,75,1,1,5,8.4,0,0,26.0,Low
422,3,73,93,1,1,4,12.7,0,0,17.4,Low
423,7,100,56,1,1,4,9.5,0,0,31.5,Medium
424,12,78,71,1,1,4,7.9,0,0,29.1,Low
425,2,78,50,3,0,1,5.8,1,0,52.0,Medium
426,2,69,56,2,1,4,9.4,1,0,45.8,Medium
427,7,82,88,1,0,5,6.6,0,0,17.6,Low
428,6,78,63,2,1,5,8.9,0,0,38.8,Medium
429,3,100,57,2,1,2,7.7,1,0,36.1,Medium
430,9,86,38,2,0,1,6.5,1,0,51.8,Medium
431,10,84,57,1,1,5,4.1,0,0,35.6,Medium
432,6,83,66,0,1,3,10.1,0,0,25.7,Low
433,10,92,49,1,0,1,8.2,1,0,38.4,Medium
434,10,80,66,1,1,1,15.1,1,0,31.8,Medium
435,6,91,89,1,0,5,3.9,0,0,14.3,Low
436,1,100,59,0,0,3,10.5,0,0,24.8,Low
437,4,89,55,1,0,2,7.7,1,0,35.6,Medium
438,10,82,53,4,0,5,16.4,1,0,53.6,Medium
439,6,75,52,2,1,3,10.2,0,0,46.5,Medium
440,6,82,78,0,1,1,9.3,1,0,19.0,Low
441,11,90,70,1,1,3,7.7,0,0,26.2,Low
442,12,69,84,2,0,1,5.2,1,0,29.3,Low
443,5,93,100,0,1,5,9.2,0,0,2.1,Low
444,1,87,42,2,0,5,2.5,0,0,48.7,Medium
445,8,83,75,2,1,4,2.7,0,0,30.2,Medium
446,5,78,53,2,0,4,12.0,0,0,44.9,Medium
447,12,80,81,2,0,4,1.0,0,0,27.5,Low
448,12,90,65,0,1,5,6.7,0,0,24.0,Low
449,12,83,70,0,0,2,3.8,1,0,23.4,Low
450,5,79,50,2,0,5,6.4,0,0,46.3,Medium
451,7,89,63,2,0,3,8.7,0,0,35.7,Medium
452,4,90,71,0,0,5,11.9,0,0,20.4,Low
453,6,72,90,1,0,5,12.9,0,0,19.4,Low
454,4,90,58,2,0,1,4.3,1,0,38.6,Medium
455,3,100,61,2,0,1,6.1,1,0,33.8,Medium
456,7,89,84,0,0,1,20.0,1,0,13.3,Low
457,8,68,57,1,1,5,7.0,1,0,40.4,Medium
458,4,86,87,1,0,2,4.5,1,0,17.3,Low
459,2,66,69,1,1,3,5.1,1,0,34.0,Medium
460,12,100,74,1,1,3,7.0,0,0,20.8,Low
461,10,100,75,0,0,2,6.4,1,0,15.3,Low
462,3,78,60,0,1,2,7.1,1,0,30.9,Medium
463,1,62,75,0,1,3,7.9,1,0,26.6,Low
464,8,76,58,0,1,4,7.9,0,0,32.5,Medium
465,3,83,62,1,0,1,4.2,1,0,33.3,Medium
466,12,67,78,0,0,1,9.5,1,0,23.5,Low
467,10,84,74,1,1,3,8.5,0,0,25.6,Low
468,7,83,68,0,1,2,10.0,1,0,24.6,Low
469,10,86,51,0,1,4,1.1,0,0,33.7,Medium
470,5,87,54,1,0,3,8.6,0,0,36.7,Medium
471,10,75,74,2,1,1,0.1,1,0,33.5,Medium
472,5,76,80,1,1,5,7.3,0,0,24.2,Low
473,7,85,53,0,0,2,10.6,1,0,33.0,Medium
474,9,78,57,2,0,5,12.2,0,0,42.4,Medium
475,12,94,72,0,0,3,9.3,0,0,18.8,Low
476,5,85,71,2,1,1,10.7,1,0,32.3,Medium
477,1,100,45,0,1,4,6.8,0,0,33.1,Medium
478,10,93,72,0,1,5,6.0,0,0,18.9,Low
479,10,96,61,0,0,4,18.8,0,0,24.7,Low
480,1,86,94,3,0,1,11.3,1,0,23.2,Low
481,2,86,73,1,0,5,3.3,0,0,25.4,Low
482,6,100,76,0,0,4,1.1,0,0,14.5,Low
483,9,81,76,0,1,4,6.1,0,0,20.2,Low
484,8,90,51,0,1,5,12.8,0,0,32.4,Medium
485,5,82,99,2,1,1,8.2,1,0,16.4,Low
486,1,82,45,0,1,4,0.0,0,0,38.5,Medium
487,7,73,81,0,0,3,7.3,0,0,19.7,Low
488,5,77,79,0,0,5,8.0,0,0,19.5,Low
489,6,75,62,3,1,2,0.0,1,0,45.6,Medium
490,7,90,79,1,1,2,8.1,1,0,20.9,Low
491,3,95,65,1,0,1,3.9,1,0,27.9,Low
492,12,84,59,2,0,3,0.7,0,0,39.6,Medium
493,10,87,77,1,0,4,14.4,0,0,22.8,Low
494,3,83,54,1,1,2,3.8,1,0,38.0,Medium
495,5,76,66,3,0,1,5.3,1,0,43.0,Medium
496,6,93,61,2,0,3,5.3,0,0,35.7,Medium
497,9,91,64,1,0,3,8.0,0,0,29.5,Low
498,12,66,76,3,0,1,15.1,1,0,40.0,Medium
499,5,82,61,0,1,1,3.2,1,0,29.2,Low
500,1,76,67,1,0,4,6.8,0,0,32.1,Medium
501,4,81,62,2,1,1,8.5,1,0,38.9,Medium
502,5,78,91,2,1,4,4.5,0,0,22.1,Low
503,12,84,75,1,1,4,6.7,0,0,24.9,Low
504,10,81,73,1,0,5,10.4,0,0,26.9,Low
505,10,81,80,2,1,3,5.0,0,0,27.9,Low
506,5,96,61,2,0,3,6.6,0,0,34.8,Medium
507,7,90,82,1,1,3,6.3,0,0,19.0,Low
508,4,77,75,0,1,5,7.6,0,0,21.9,Low
509,1,79,46,1,0,4,9.0,0,0,43.8,Medium
510,5,89,48,2,0,4,10.3,0,0,44.6,Medium
511,7,89,61,1,0,1,15.8,1,0,32.1,Medium
512,10,78,50,1,0,5,0.0,0,0,41.6,Medium
513,10,82,66,0,0,1,7.3,1,0,26.2,Low
514,6,100,54,1,0,5,2.5,0,0,32.6,Medium
515,5,79,68,0,0,1,6.5,1,0,25.9,Low
516,4,100,91,0,0,2,11.5,1,0,5.7,Low
517,2,96,69,5,0,3,12.8,1,0,45.0,Medium
518,4,100,65,0,0,3,13.0,0,0,21.2,Low
519,10,78,75,2,0,4,12.9,0,0,31.7,Medium
520,10,83,59,2,0,2,7.3,1,0,40.0,Medium
521,3,80,82,1,0,3,13.6,0,0,22.0,Low
522,10,96,77,1,0,4,14.4,0,0,20.1,Low
523,1,79,70,2,1,2,8.6,1,0,34.6,Medium
524,8,92,72,1,0,3,12.7,0,0,24.4,Low
525,5,91,100,1,0,1,8.2,1,0,8.1,Low
526,4,84,84,1,0,5,13.6,0,0,19.4,Low
527,8,97,100,1,1,2,7.4,1,0,6.2,Low
528,7,86,77,5,1,4,5.6,1,0,43.1,Medium
529,2,93,47,0,1,2,3.5,1,0,34.2,Medium
530,1,80,66,1,1,4,7.3,0,0,31.5,Medium
531,12,77,44,1,0,2,8.3,1,0,45.8,Medium
532,11,92,77,3,0,4,4.2,0,0,31.3,Medium
533,4,89,81,0,0,3,7.0,0,0,14.9,Low
534,8,87,56,2,1,1,5.9,1,0,40.7,Medium
535,12,81,60,4,1,3,3.7,1,0,49.9,Medium
536,2,100,72,0,1,1,12.1,1,0,17.2,Low
537,3,73,52,1,0,3,12.8,0,0,42.1,Medium
538,12,73,50,0,1,3,12.1,0,0,38.3,Medium
539,1,94,88,0,0,2,7.7,1,0,9.3,Low
540,1,93,71,1,0,5,7.9,0,0,24.5,Low
541,3,88,61,0,0,4,3.7,0,0,27.1,Low
542,11,82,44,0,0,4,9.7,0,0,39.1,Medium
543,5,90,82,0,0,4,8.7,0,0,13.9,Low
544,12,100,59,2,1,1,19.4,1,0,35.0,Medium
545,3,100,97,0,0,4,12.3,0,0,1.9,Low
546,1,68,82,0,0,4,9.3,1,0,20.5,Low
547,1,80,57,2,0,2,7.8,1,0,42.1,Medium
548,8,80,59,0,0,3,12.0,0,0,30.8,Medium
549,10,100,95,1,1,4,4.3,0,0,8.1,Low
550,11,60,68,1,1,5,12.6,1,0,36.2,Medium
551,12,90,62,1,1,4,3.7,0,0,30.9,Medium
552,12,82,70,1,1,1,5.8,1,0,28.8,Low
553,2,100,62,0,1,1,0.6,1,0,23.2,Low
554,3,100,73,0,0,1,10.5,1,0,16.6,Low
555,2,88,68,0,1,4,9.0,0,0,22.9,Low
556,3,69,83,1,0,2,5.8,1,0,24.8,Low
557,7,79,64,4,0,5,4.3,1,0,47.9,Medium
558,1,80,56,0,0,4,13.5,0,0,32.5,Medium
559,10,71,64,0,1,2,7.5,1,0,30.6,Medium
560,8,96,64,0,1,2,4.9,1,0,23.1,Low
561,10,70,68,1,0,4,15.7,0,0,33.3,Medium
562,10,100,79,0,1,4,5.4,0,0,12.7,Low
563,10,100,78,2,1,2,12.6,1,0,23.5,Low
564,2,81,87,0,0,2,3.4,1,0,13.8,Low
565,3,88,57,0,0,2,6.6,1,0,29.7,Low
566,9,84,75,2,1,4,10.0,0,0,29.9,Low
567,7,94,80,0,0,2,7.8,1,0,14.1,Low
568,4,97,59,0,1,1,9.0,1,0,25.9,Low
569,10,87,66,0,0,4,5.8,0,0,24.4,Low
570,5,89,43,2,0,1,1.6,1,0,47.9,Medium
571,2,78,83,1,1,3,13.9,0,0,22.0,Low
572,11,89,66,2,1,4,6.1,0,0,33.8,Medium
573,8,86,82,1,1,3,9.2,0,0,20.2,Low
574,4,75,73,0,1,2,10.8,1,0,24.0,Low
575,9,84,67,0,1,2,9.2,1,0,24.9,Low
576,5,81,46,1,1,5,5.2,0,0,43.1,Medium
577,9,78,48,4,0,2,12.6,1,0,58.1,Medium
578,4,73,31,1,0,3,10.1,1,0,54.7,Medium
579,10,85,61,2,0,2,8.8,1,0,38.2,Medium
580,5,77,100,2,1,4,8.7,0,0,17.0,Low
581,9,80,50,1,0,2,14.7,1,0,41.3,Medium
582,8,95,30,0,0,5,5.1,1,0,43.5,Medium
583,3,91,84,0,0,2,9.7,1,0,12.6,Low
584,1,75,100,0,1,3,5.9,0,0,7.7,Low
585,3,88,74,1,1,3,0.3,0,0,24.4,Low
586,4,86,74,2,0,2,0.1,1,0,30.1,Medium
587,2,100,65,1,1,3,3.9,0,0,26.2,Low
588,1,98,43,1,0,3,5.4,0,0,40.0,Medium
589,7,69,48,0,0,5,16.7,1,0,40.5,Medium
590,8,93,65,1,1,4,10.8,0,0,28.2,Low
591,7,97,62,0,0,5,11.2,0,0,23.7,Low
592,5,90,68,0,1,1,5.5,1,0,22.6,Low
593,12,81,82,0,0,5,8.2,0,0,16.5,Low
594,1,100,61,1,0,2,17.2,1,0,28.7,Low
595,7,91,82,3,1,4,3.1,0,0,28.6,Low
596,7,100,61,1,0,2,9.8,1,0,28.7,Low
597,9,98,85,3,1,1,14.4,1,0,25.0,Low
598,3,89,71,0,1,4,11.9,0,0,20.8,Low
599,9,79,63,1,0,3,15.2,0,0,33.7,Medium
600,1,84,71,0,0,5,8.9,0,0,22.2,Low
601,1,82,65,1,0,2,10.4,1,0,31.7,Medium
602,4,72,71,0,0,1,8.4,1,0,26.2,Low
603,9,91,81,0,0,3,10.1,0,0,14.3,Low
604,6,100,68,0,0,5,4.3,0,0,19.2,Low
605,11,82,64,1,0,3,11.2,0,0,32.2,Medium
606,3,100,53,2,0,5,9.2,0,0,38.2,Medium
607,1,69,78,3,1,4,8.3,1,0,37.6,Medium
608,4,95,75,2,1,3,15.0,0,0,26.7,Low
609,12,100,52,0,1,3,6.9,0,0,29.0,Low
610,9,82,82,1,0,3,12.8,0,0,21.4,Low
611,3,83,52,1,1,4,13.2,0,0,39.0,Medium
612,12,95,85,2,0,1,11.4,1,0,20.9,Low
613,9,90,80,0,1,5,4.1,0,0,15.0,Low
614,7,65,76,2,1,3,9.4,1,0,35.1,Medium
615,12,76,64,0,0,4,15.8,0,0,28.9,Low
616,4,84,78,0,1,1,0.7,1,0,18.4,Low
617,3,71,86,0,1,5,7.2,0,0,17.1,Low
618,10,80,78,1,1,4,12.6,0,0,24.3,Low
619,5,71,59,1,1,5,7.5,0,0,38.3,Medium
620,5,81,74,1,0,3,11.2,0,0,26.5,Low
621,3,81,86,0,0,1,13.6,1,0,14.5,Low
622,12,88,100,2,0,4,8.9,0,0,13.7,Low
623,9,84,66,2,1,1,10.0,1,0,35.6,Medium
624,4,90,82,0,0,3,8.4,0,0,14.0,Low
625,11,88,87,2,1,1,9.2,1,0,21.8,Low
626,5,95,57,2,0,1,16.4,1,0,37.7,Medium
627,4,93,96,2,0,2,7.7,1,0,14.8,Low
628,5,92,54,0,0,1,6.6,1,0,30.4,Medium
629,7,100,82,3,1,5,12.2,0,0,25.8,Low
630,9,88,74,2,0,4,4.6,0,0,29.3,Low
631,7,100,70,0,0,2,5.5,1,0,18.3,Low
632,5,89,100,0,0,4,5.6,0,0,3.4,Low
633,10,84,65,0,0,4,7.0,0,0,25.9,Low
634,10,81,65,1,0,3,7.2,0,0,31.9,Medium
635,7,100,89,1,1,3,10.8,0,0,11.8,Low
636,10,100,81,0,0,2,6.6,1,0,11.7,Low
637,5,90,89,2,0,3,11.0,0,0,19.8,Low
638,3,96,71,0,1,3,11.5,0,0,18.8,Low
639,7,72,74,1,1,3,5.4,0,0,29.2,Low
640,11,69,98,0,1,4,11.4,1,0,10.6,Low
641,11,97,57,1,0,2,11.7,1,0,32.0,Medium
642,2,83,68,1,1,4,1.0,0,0,29.4,Low
643,12,92,81,0,1,5,9.2,0,0,13.8,Low
644,9,77,67,0,1,4,6.0,0,0,26.8,Low
645,10,100,61,0,0,5,13.2,0,0,23.4,Low
646,10,69,79,0,0,1,5.9,1,0,22.3,Low
647,12,71,90,0,1,1,2.6,1,0,15.1,Low
648,1,99,67,1,0,5,7.9,0,0,25.1,Low
649,6,58,67,2,0,5,4.4,1,0,42.4,Medium
650,7,88,60,0,1,4,11.4,0,0,27.7,Low
651,8,83,65,1,1,5,4.8,0,0,31.1,Medium
652,10,77,86,0,0,2,7.9,1,0,15.6,Low
653,9,83,71,2,1,1,14.2,1,0,32.9,Medium
654,2,76,57,0,0,1,12.4,1,0,33.4,Medium
655,11,100,73,1,0,5,9.9,0,0,21.2,Low
656,10,100,85,1,1,3,7.5,0,0,14.2,Low
657,2,78,61,3,0,3,9.5,0,0,45.2,Medium
658,5,87,50,1,0,5,10.8,0,0,38.9,Medium
659,5,71,100,0,1,2,4.1,1,0,9.0,Low
660,6,95,49,0,0,3,11.4,0,0,32.3,Medium
661,3,95,64,2,0,5,3.6,0,0,33.1,Medium
662,8,82,73,0,1,2,10.3,1,0,21.9,Low
663,1,85,65,1,1,2,3.6,1,0,30.8,Medium
664,6,84,68,1,1,4,15.9,0,0,29.1,Low
665,4,68,78,1,1,2,11.1,1,0,28.1,Low
666,1,100,34,1,0,3,1.8,1,0,44.8,Medium
667,7,77,50,0,1,3,8.0,0,0,37.1,Medium
668,9,77,70,0,0,5,5.9,0,0,24.9,Low
669,4,83,63,0,1,5,5.4,0,0,27.3,Low
670,4,94,71,2,0,2,8.6,1,0,29.5,Low
671,6,79,73,2,1,1,4.3,1,0,32.9,Medium
672,12,65,38,1,0,4,11.0,1,0,52.8,Medium
673,3,76,89,3,0,1,10.8,1,0,29.2,Low
674,12,89,62,1,1,2,9.4,1,0,31.4,Medium
675,6,100,57,0,1,2,7.9,1,0,26.1,Low
676,7,72,73,0,1,1,10.6,1,0,25.0,Low
677,11,72,71,0,0,4,11.2,0,0,25.9,Low
678,10,69,87,0,0,1,9.8,1,0,17.5,Low
679,10,68,74,2,1,5,2.8,1,0,35.2,Medium
680,3,97,87,0,1,3,4.8,0,0,8.9,Low
681,7,99,55,0,1,5,6.9,0,0,27.3,Low
682,3,86,72,0,1,3,2.1,0,0,21.2,Low
683,2,80,53,0,1,2,8.9,1,0,34.5,Medium
684,12,100,71,1,0,4,13.6,0,0,22.5,Low
685,10,86,68,1,1,1,13.0,1,0,28.8,Low
686,4,95,67,4,1,4,11.0,1,0,41.4,Medium
687,12,79,67,0,1,1,10.9,1,0,26.5,Low
688,8,85,81,1,1,5,16.9,0,0,20.9,Low
689,9,72,45,1,1,5,11.4,0,0,46.4,Medium
690,7,91,56,0,0,1,11.7,1,0,29.5,Low
691,1,86,69,1,0,4,2.2,0,0,27.9,Low
692,3,76,52,1,0,1,13.3,1,0,41.4,Medium
693,12,76,70,1,1,2,9.6,1,0,30.5,Medium
694,9,100,69,0,1,5,7.7,0,0,18.6,Low
695,12,100,48,1,0,2,6.7,1,0,36.5,Medium
696,1,82,48,0,1,5,5.8,0,0,36.6,Medium
697,9,85,30,0,0,5,13.0,1,0,46.5,Medium
698,8,89,51,0,0,3,7.9,0,0,32.9,Medium
699,1,86,70,0,1,2,6.0,1,0,22.5,Low
700,6,68,72,0,1,2,4.9,1,0,26.7,Low
701,5,89,73,0,0,3,8.7,0,0,19.7,Low
702,6,64,58,0,0,4,6.6,1,0,36.1,Medium
703,10,77,69,1,0,2,5.6,1,0,30.8,Medium
704,12,90,75,0,0,1,2.5,1,0,18.4,Low
705,5,90,50,0,0,3,11.8,0,0,33.2,Medium
706,6,76,71,3,0,2,7.4,1,0,39.9,Medium
707,5,80,79,1,0,4,3.7,0,0,23.7,Low
708,11,79,62,1,0,2,6.9,1,0,34.4,Medium
709,12,83,85,0,0,5,10.2,0,0,14.1,Low
710,5,84,62,0,0,1,8.1,1,0,28.0,Low
711,4,91,57,2,1,3,8.8,0,0,38.7,Medium
712,3,79,78,0,1,5,8.2,0,0,19.5,Low
713,3,88,100,1,0,4,2.9,0,0,8.7,Low
714,4,90,71,0,0,5,11.8,0,0,20.4,Low
715,9,86,79,2,0,5,1.2,0,0,26.8,Low
716,2,82,62,1,0,4,9.8,0,0,33.3,Medium
717,9,86,51,1,0,5,10.5,0,0,38.6,Medium
718,1,92,72,0,0,3,7.1,0,0,19.4,Low
719,1,93,74,0,0,2,9.4,1,0,18.0,Low
720,5,100,64,0,1,5,6.9,0,0,21.6,Low
721,6,75,79,0,0,3,9.5,0,0,20.3,Low
722,6,80,60,3,0,2,12.0,1,0,45.3,Medium
723,3,68,56,1,1,2,4.8,1,1,41.3,Medium
724,7,94,85,0,0,5,10.7,0,0,10.8,Low
725,9,81,85,1,0,3,14.8,0,0,19.9,Low
726,11,87,60,0,0,5,9.1,0,0,27.9,Low
727,12,78,95,0,0,4,6.0,0,0,9.7,Low
728,10,81,65,1,1,2,17.1,1,0,32.0,Medium
729,8,97,71,1,0,5,8.4,0,0,23.3,Low
730,6,91,68,0,0,2,8.9,1,0,22.2,Low
731,12,83,77,0,0,3,9.0,0,0,19.1,Low
732,8,92,74,0,0,1,9.8,1,0,18.4,Low
733,12,92,73,2,1,5,6.6,0,0,28.6,Low
734,5,81,54,2,1,5,8.8,0,0,43.3,Medium
735,8,70,44,1,0,2,11.8,1,0,47.9,Medium
736,10,76,87,1,0,3,6.5,0,0,20.2,Low
737,12,71,61,1,0,4,6.3,0,0,37.2,Medium
738,4,96,69,1,1,3,6.8,0,0,25.0,Low
739,10,98,74,0,0,5,3.6,0,0,16.2,Low
740,8,100,94,0,0,4,5.3,0,0,3.7,Low
741,10,64,72,1,0,3,5.1,1,0,32.8,Medium
742,12,95,64,0,0,1,8.0,1,0,23.5,Low
743,2,100,62,1,0,2,11.3,1,0,28.1,Low
744,12,96,69,0,0,3,13.8,0,0,20.0,Low
745,12,63,56,3,0,3,8.2,1,0,52.7,Medium
746,5,100,70,1,0,1,9.8,1,0,23.4,Low
747,9,85,69,0,0,5,9.0,0,0,23.1,Low
748,4,82,94,0,1,2,0.0,1,0,9.3,Low
749,11,89,68,1,0,3,3.4,0,0,27.7,Low
750,6,74,41,0,0,4,11.0,0,0,43.3,Medium
751,1,85,100,3,1,3,11.4,0,0,19.7,Low
752,9,100,84,0,0,2,11.3,1,0,9.9,Low
753,1,91,100,1,1,3,7.3,0,0,7.9,Low
754,5,85,52,0,1,1,0.0,1,0,33.7,Medium
755,4,85,66,2,0,3,3.9,0,0,35.1,Medium
756,12,73,80,2,1,3,4.5,0,0,30.3,Medium
757,3,83,78,1,0,4,10.5,0,0,23.4,Low
758,6,68,74,0,0,1,6.6,1,0,25.6,Low
759,2,95,37,1,0,1,14.8,1,0,44.7,Medium
760,3,63,44,1,0,3,13.9,1,0,49.9,Medium
761,5,93,92,1,1,4,14.7,0,0,12.0,Low
762,9,94,95,0,1,3,4.3,0,0,5.0,Low
763,2,98,68,0,1,3,10.0,0,0,20.0,Low
764,10,85,90,3,1,2,6.1,1,0,25.8,Low
765,8,94,54,3,1,2,9.3,1,0,44.7,Medium
766,2,83,58,2,1,4,4.8,0,0,40.4,Medium
767,11,73,53,2,0,5,12.9,0,0,46.3,Medium
768,5,100,57,0,0,2,4.9,1,0,26.1,Low
769,7,84,80,0,0,5,0.2,0,0,16.8,Low
770,8,70,57,2,1,1,16.1,1,0,45.2,Medium
771,1,80,100,2,0,2,9.8,1,0,16.3,Low
772,6,80,76,5,0,2,3.7,1,0,45.7,Medium
773,1,89,86,0,0,4,7.4,0,0,11.8,Low
774,2,100,77,2,0,5,5.7,0,0,23.8,Low
775,1,90,88,0,0,2,8.0,1,0,10.5,Low
776,11,87,56,1,0,2,11.2,1,0,35.6,Medium
777,5,100,91,1,1,4,10.6,0,0,10.5,Low
778,10,94,72,0,0,4,9.0,0,0,18.7,Low
779,9,87,88,1,1,5,8.0,0,0,16.1,Low
780,6,80,48,3,0,1,12.3,1,0,52.6,Medium
781,11,88,72,0,0,1,0.3,1,0,20.8,Low
782,11,84,72,2,0,3,5.0,0,0,31.8,Medium
783,1,85,60,1,0,2,4.1,1,0,33.8,Medium
784,1,98,74,2,0,5,12.0,0,0,26.2,Low
785,2,79,93,0,0,2,5.0,1,0,10.8,Low
786,9,90,59,1,0,5,2.9,0,0,32.6,Medium
787,3,94,84,0,0,5,10.2,0,0,11.4,Low
788,1,78,53,1,0,5,4.4,0,0,39.8,Medium
789,5,76,100,0,1,2,6.6,1,0,7.5,Low
790,7,83,81,4,1,4,17.5,1,0,36.6,Medium
791,6,80,95,1,0,2,11.1,1,0,14.3,Low
792,12,96,80,2,1,5,7.2,0,0,23.2,Low
793,1,74,75,1,0,3,7.5,0,0,28.0,Low
794,5,85,81,0,1,1,11.6,1,0,16.3,Low
795,5,100,67,0,1,5,10.7,0,0,19.8,Low
796,6,89,45,2,1,3,8.3,0,0,46.5,Medium
797,3,90,76,0,0,4,8.4,0,0,17.5,Low
798,5,96,58,0,0,5,2.1,0,0,26.4,Low
799,7,80,53,2,0,3,1.2,0,0,44.4,Medium
800,5,74,79,1,0,5,7.3,0,0,25.4,Low
